,Business Description
23609,Medical and counseling
23610,MEDICAL AND LEGAL BILLING SRVS
23611,Medical and Mental Health Software
23612,MEDICAL AND NURSING SUPPLIES
23613,MEDICAL BILLER
23614,MEDICAL BILLING
23615,MEDICAL BILLING & COLLECTION
23616,MEDICAL BILLING & CONSULTING
23617,MEDICAL BILLING FOR DOCTORS
23618,MEDICAL BILLING FOR PHYSICIANS
23619,MEDICAL BILLING SERVICE
23620,MEDICAL BILLING SERVICES
23621,MEDICAL BILLING SVC/SOFTWARE
23622,MEDICAL BILLING/CONSULTANT
23623,MEDICAL BILLING/OFFICE MANAGEMENT
23624,MEDICAL BILLING/TRANSCRIPTION
23625,MEDICAL CANNABIS COOPERATIVE
23626,MEDICAL CANNABIS DISPENSARY
23627,medical care spine
23628,MEDICAL CLAIMS PROCESSING
23629,MEDICAL CLINIC
23630,MEDICAL CLINIC & OFFICES
23631,MEDICAL CLINIC & RESEARCH
23632,MEDICAL CLINIC SUPPORT/BILLING
23633,MEDICAL CLINIC/PHYSCIAN
23634,MEDICAL CODING CONSULTANTS
23635,MEDICAL CODING EDUCATION
23636,MEDICAL CODING/BILLING SERV
23637,MEDICAL CONSULTING
23638,MEDICAL CONSULTING PRACTICE AND ADMIN NO BLOOD/XRAY/NON INVA
23639,MEDICAL CONTRACTING SERVICE
23640,MEDICAL CONTRACTOR PLACEMENT
23641,MEDICAL CORPORATION
23642,MEDICAL COUNSELING
23643,MEDICAL DEVICE
23644,MEDICAL DEVICE CO
23645,Medical device manufacturer
23646,MEDICAL DEVICE RESEARCH
23647,MEDICAL DEVICE RESEARCH AND DEVELOPMENT
23648,MEDICAL DIAGNOSTIC IMAGING SVC
23649,MEDICAL DIAGNOSTIC SERVICES
23650,MEDICAL DIAGNOSTIC/HEALTHCARE
23651,MEDICAL DOCTOR
23652,MEDICAL DOCTOR PATHOLOGIST
23653,MEDICAL DOCTORS OFFICE
23654,MEDICAL EDUCATION CONSULTANT
23655,MEDICAL EDUCATION SOFTWARE DEVELOPMENT
23656,MEDICAL ELECTRONICS
23657,MEDICAL ELECTRONICS REPAIR
23658,MEDICAL EQUIP MAINTENANCE
23659,MEDICAL EQUIPMENT
23660,MEDICAL EQUIPMENT AND RECORDS STORAGE
23661,MEDICAL EQUIPMENT CONSULTING
23662,MEDICAL EQUIPMENT INSPECTION & REPAIR
23663,MEDICAL EQUIPMENT RENTAL
23664,MEDICAL EQUIPMENT REPAIR
23665,MEDICAL EQUIPMENT REPAIR & SUPPLIES
23666,MEDICAL EQUIPMENT SALES
23667,MEDICAL EQUIPMENT SERVICE
23668,MEDICAL EQUIPMENT SUPPLIER
23669,MEDICAL EQUIPMENT SUPPLY
23670,MEDICAL EQUIPMENT WHOLESALE
23671,MEDICAL ESTHETICIAN
23672,MEDICAL EVALUATIONS
23673,MEDICAL EXAMS
23674,MEDICAL FACILITY
23675,MEDICAL FAMILY  PRACTICE AND URGENT CARE
23676,MEDICAL GROUP
23677,MEDICAL GROUP  #205
23678,MEDICAL GROUP INC
23679,MEDICAL GROUP OFFICE
23680,"MEDICAL GROUP, INC #205"
23681,"MEDICAL GROUP, INC. #205"
23682,MEDICAL HEALTHCARE ALTERNATIVE
23683,MEDICAL IMAGING
23684,MEDICAL IMAGING-MRI MODALITY
23685,MEDICAL INNOVATION
23686,MEDICAL INSTRUMENTATION
23687,MEDICAL INSURANCE BILLING
23688,MEDICAL IT SYSTEMS
23689,MEDICAL LAB DRAW STATION
23690,MEDICAL LABORATORY - SPECIMEN COLLECTION
23691,Medical Legal Evaluation
23692,MEDICAL LEGAL EVALUATIONS
23693,MEDICAL LEGAL LICENSE
23694,MEDICAL LEGAL RESEARCH
23695,MEDICAL LOCUM TENES PLACEMENT
23696,MEDICAL LOGISTICS
23697,MEDICAL MANAGEMENT COMPANY
23698,MEDICAL MANAGEMENT/MARKETING
23699,MEDICAL MARIAJUANA DISPENSARY
23700,MEDICAL MARIJIANA COLLECTIVE
23701,MEDICAL MARIJUANA
23702,MEDICAL MARIJUANA DISPENSARY
23703,MEDICAL MARIJUANA DISPENSARY & DELIVERY
23704,Medical Marijuana Dispensary Delivery Service
23705,MEDICAL MASSAGE
23706,MEDICAL MOBILITY SUPPLIES
23707,MEDICAL OFFICE
23708,Medical Office
23709,Medical office
23710,MEDICAL OFFICE (PEDIATRICS)
23711,MEDICAL OFFICE OB/GYN
23712,MEDICAL OFFICE: DR. SU
23713,MEDICAL OFFICE: OPHTHALMOLOGY
23714,MEDICAL OFFICE/PHYSICIAN
23715,MEDICAL OFFICES
23716,MEDICAL PEDIATRIC PRACTICE
23717,MEDICAL PRACTICE
23718,Medical Practice
23719,Medical practice
23720,MEDICAL PRACTICE - PHYSICIAN
23721,MEDICAL PRACTICE TATTOO REMOVAL
23722,MEDICAL PRACTICE-GENERAL SURGEON
23723,MEDICAL PRACTICE-NEUROLOGIST
23724,MEDICAL PRACTICE-OB/GYN
23725,MEDICAL PRACTICE-PLASTIC SURG
23726,MEDICAL PRACTICE-RHEUMETOLOGY
23727,MEDICAL PRACTICE-SURGERY
23728,MEDICAL PRACTICE:  FAMILY MEDICINE
23729,MEDICAL PRACTICE: OB/GYN
23730,MEDICAL PRACTICE/CONSULTANTS
23731,MEDICAL PRACTICE/INTERNAL MED
23732,MEDICAL PRACTICES
23733,MEDICAL PRIMARY CARE
23734,MEDICAL PROD/DEVICES SALE/DIST
23735,MEDICAL PROFESSIONAL
23736,MEDICAL PROFESSIONAL CORP
23737,MEDICAL PROFESSIONAL OFFICE
23738,MEDICAL RECORD CONSULTANT
23739,MEDICAL RECORDS INDEXER
23740,MEDICAL RECORDS MGMT
23741,MEDICAL RECORDS SER
23742,MEDICAL RECRUITER
23743,MEDICAL REHABILITATION SERVICE
23744,MEDICAL RESEARCH
23745,MEDICAL RESEARCH STATION
23746,MEDICAL RISK MANAGEMENT SERVICES
23747,MEDICAL SALES
23748,MEDICAL SALES AND NEURODIAGNOSTICS
23749,MEDICAL SERVICE ORGANIZATION
23750,MEDICAL SERVICES
23751,MEDICAL SERVICES - THERAPY
23752,MEDICAL SERVICES - X-RAY
23753,MEDICAL SERVICES PROVIDER
23754,MEDICAL SERVICES TRAINING
23755,MEDICAL SPA
23756,MEDICAL SPECIMEN STATION
23757,MEDICAL STAFFING
23758,MEDICAL STAFFING AGENCY
23759,MEDICAL SUPPLIES
23760,MEDICAL SUPPLIES DELIVERY
23761,MEDICAL SUPPLIES EQUIPMENT- DIRECT DROP SHIPMENT
23762,MEDICAL SUPPLY & EQUIPMENT SVC
23763,MEDICAL SUPPLY AND RENTAL
23764,MEDICAL SUPPLY CO
23765,MEDICAL SUPPLY DELIVERY
23766,MEDICAL SUPPLY SALES
23767,MEDICAL SURGICAL PRACTICE
23768,MEDICAL SVCS PROVIDER ADMIN
23769,MEDICAL TESTING OFFICE
23770,MEDICAL TRANSCRIBING
23771,MEDICAL TRANSCRIBING SVC
23772,MEDICAL TRANSCRIPTION
23773,MEDICAL TRANSCRIPTION SERVICE
23774,MEDICAL TRANSCRIPTION SRVS
23775,MEDICAL TRANSCRIPTIONIST
23776,MEDICAL TRANSLATORS/INTERPRET
23777,MEDICAL TRANSPORT
23778,MEDICAL TRANSPORT PATIENT
23779,MEDICAL TRANSPORT SERVICE
23780,MEDICAL TRANSPORTATION
23781,MEDICAL TRANSPORTATION SERVICE
23782,MEDICAL TRANSPPORTATION
23783,MEDICAL TREATMENT FACILITY
23784,MEDICAL UNIFORMS
23785,MEDICAL UNIFORMS & SUPPLIES/ACCESSORIES
23786,MEDICAL URGENT CARE
23787,MEDICAL URGENT CARE CENTER
23788,MEDICAL WASTE TRANSPORTATION
23789,MEDICAL WASTE TRANSPORTER
23790,MEDICAL WEAR & SUPPLIES
23791,MEDICAL WEIGHT LOSS
23792,MEDICAL WEIGHT LOSS CLINIC
23793,MEDICAL WEIGHT MANAGEMENT
23794,MEDICAL-DIAGNOSTIC IMAGING
23795,MEDICAL-LEGAL RECORD REVIEW
23796,MEDICAL-PATHOLOGY
23797,MEDICAL/AMBULATORY SURGICAL CT
23798,MEDICAL/DOCTOR
23799,MEDICAL/LEGAL CONSULTING
23800,MEDICAL/LEGAL DOCUMENT PRODUCT
23801,MEDICAL/LEGAL EVAL OFFICE
23802,MEDICAL/LEGAL EVALUATION
23803,MEDICAL/LEGAL EVALUATION SVC.
23804,MEDICAL/LEGAL SERVICES
23805,MEDICAL/LEGAL TRANSCRIPTION
23806,MEDICAL/OPTHALMOLOGY
23807,MEDICAL/PRIMARY CARE CLINIC
23808,MEDICAL/PROFESSIONAL
23809,MEDICAL/SURGERY
23810,MEDICATION DELIVERY SERVICE FOR PHARMACIES
23811,MEDICINE
23812,MEDICINE AND THERAPY
23813,MEDICINE/GENERAL SURGERY
23814,MEDICINES & MEDICAL SUPPLY WHOLESALE
23815,MEDITATION CLASSES & LITERATURE
23816,MEDITATION COACHING SESSIONS FOR GROUPS & INDIVIDUALS
23817,MEDITATION SERVICES
23818,MEDS VENDING MACHINE
23819,MEETING & EVENT PLANNING
23820,MEETING & EVENT PLANNING CONSULTING
23821,MEETING & EVENT PLANNING SERVICES
23822,MEETING & MOTIVATION EXCERCISE FOR HERBAL LIFE
23823,MEETING AND BANQUET
23824,MEETING CONSULTANT
23825,MEETING HALL
23826,MEETING ORGANIZER
23827,MEETING ROOM/LOUNGE
23828,"MEETING, CONFERENCE PLANNING & CONSULTING"
23829,MEETING/EVENT & CONFRENCE PLN
23830,MEIDCAL CLINIC & RESEARCH
23831,MEIDCAL RECORD INDEXING
23832,MELT METHOD GENERAL WELLNESS & SELF CARE CLASSES
23833,MEMBER CAFE
23834,member manager real estate owner
23835,MEMBER NEW YORK STOCK EXCHANGE
23836,MEMBER ONLINE EVENTS
23837,MEMBER SERVICES DIVISION
23838,MEMBERSHIP BASED TRANSPORT REF
23839,MEMBERSHIP CLUB
23840,MEMBERSHIP SLS/INTERNET
23841,MEMORY BOOKS
23842,MEMORY CELEBRATION DIRECT SALE
23843,MEN & WOMEN CLOTHING
23844,"MEN CLOTHING  SALES SUITE, SHOES AND ACCESSORIES"
23845,MEN-WOMEN CLOTHES
23846,MEN-WOMEN CLOTHING/JEWELERY/MAKEUP
23847,"MEN, WOMEN, & CHILDREN CLOTHING WHOLESALER"
23848,MEN'S CLOTHES AND ACCESORIES
23849,MEN'S CLOTHING & BARBER SALON
23850,MEN'S CLOTHING & VAPE SHOP
23851,MEN'S CLOTHING AND ACCESSORIES
23852,MEN'S RETAIL
23853,MEN'S RETAIL BUSINESS
23854,MEN'S RETAIL CLOTHING COMPANY
23855,MEN'S RETAIL CLOTHING/TAILORING
23856,MEN'S SUITS SALES
23857,MENS & WOMEN RETAIL SALES
23858,MENS & WOMEN'S CLOTHING SLS
23859,MENS & WOMENS TAILORING ALTERATION
23860,MENS AND LADIES CLOTHING
23861,MENS CHRISTIAN GROUP
23862,MENS CLOTHES
23863,MENS CLOTHING
23864,MENS CLOTHING STORE
23865,MENS HAIR SALON
23866,MENS RETAIL CLOTHING
23867,MENS SPORTSWEAR RETAILER
23868,MENS SUITS
23869,MENS UNDERGARMENTS - ONLINE
23870,MENS WHOLESALE CLOTHING (REP)
23871,MENTAL HEALTH
23872,MENTAL HEALTH - RESIDENTIAL
23873,Mental health clinic
23874,MENTAL HEALTH CLINIC
23875,MENTAL HEALTH CONSULTANT
23876,MENTAL HEALTH CONSULTATION
23877,MENTAL HEALTH CONSULTING
23878,MENTAL HEALTH COUNSELING
23879,MENTAL HEALTH COUNSELING/PSYCHOTHERAPY
23880,MENTAL HEALTH COUNSERLOR
23881,MENTAL HEALTH DROP IN CENTER
23882,MENTAL HEALTH PRODUCTS
23883,"MENTAL HEALTH PROVIDER,TESTING & TERAPY SERVICES"
23884,MENTAL HEALTH REHABILITATION
23885,Mental Health Service Provider
23886,MENTAL HEALTH SERVICES
23887,Mental Health Services
23888,Mental health services
23889,Mental Health Services Provider
23890,MENTAL HEALTH THERAPIST
23891,Mental Health Therapy
23892,mental health therapy
23893,MENTAL HEALTH THERAPY
23894,MENTAL HEALTH THERAPY OFFICE
23895,MENTAL HEALTH THERAPY PRACTICE
23896,MENTAL HEALTH TRAINER
23897,MENTAL HEALTH-RESIDENTIAL
23898,MENTAL HEALTH/THERAPEUTIC SERVICES
23899,"MENTAL SKILLS COACHING, SPORTS PSYCHOLOGY"
23900,MENTAL/BEHAVIORAL HEALTHCARE
23901,MENTOR PROGRAM
23902,MENTORING
23903,"MENTORING, PUBLIC INSPIRATIONAL SPEAKING, YOUTH OUTREACH"
23904,MENTORING/COUNSELING
23905,MENTORSHIP FAITH COMMUN. SVCS.
23906,MENU PLANING/FOOD PREP CLIENTS HM
23907,MERCANTILE CONSULTING ADVISE
23908,MERCHANDISE
23909,MERCHANDISE (HOME DECOR) SALES
23910,MERCHANDISE & GIFT SALES
23911,MERCHANDISE BROKER
23912,MERCHANDISE DISTRIBUTION
23913,MERCHANDISE FOR AUCTION
23914,MERCHANDISE SALES
23915,Merchandise Sales
23916,MERCHANDISE SALES VIA INTERNET
23917,MERCHANDISE SALES(STICKERS ETC
23918,MERCHANDISE SALES/MAIL ORDER
23919,MERCHANDISE SALES/RENTALS
23920,MERCHANDISE SELLS
23921,"MERCHANDISE, ACCESSORIES, JEWELRY"
23922,MERCHANDISE/EDUC.MATERIAL SALES
23923,MERCHANDISE/LOCATING SERVICE
23924,MERCHANDISES
23925,MERCHANDISING
23926,MERCHANDISING REPRESENTATIVE
23927,MERCHANDISING/DESIGN
23928,MERCHANDISING/WHOLESALING
23929,MERCHANDIZING
23930,MERCHANT
23931,MERCHANT ACCOUNTS
23932,MERCHANT HOME DELIVERY
23933,MERCHANT PAYMENT CONSULTING
23934,MERCHANT PRODUCT DISTRIBUTION
23935,MERCHANT SALES
23936,MERCHANT SERVICE PROVIDER
23937,MERCHANT SERVICES
23938,MERCHANT SOLUTIONS SERVICES
23939,MERCHLANDISE/INVESTMENT BROKE
23940,"MERSAL INTERNATIONAL, INC."
23941,MESSAGE THERAPIST
23942,MESSAGE THERAPY
23943,MESSENGER SERVICE
23944,MESSENGER SERVICES
23945,MESSENGER/COURIER SERVICE
23946,METAL ART DESIGN
23947,METAL ARTIST
23948,METAL ASSEMBLY
23949,METAL BUILDING ERECTOR
23950,METAL DETECTOR/AUTO REPAIR
23951,METAL DOOR MANUFACTURER
23952,METAL DOOR/WINDOW MANUFACTURING
23953,"METAL DOORS,SASH & TRIM (3442)"
23954,METAL FAB AND COMPOSITES
23955,METAL FAB SERVICE PORTABLE
23956,METAL FABRICATING
23957,METAL FABRICATION
23958,Metal fabrication
23959,METAL FABRICATION & INSTALLATION
23960,METAL FABRICATOR & ERECTOR
23961,METAL FINISHING
23962,METAL FINSIHING
23963,METAL FRAME & DRYWALL
23964,METAL FRAMING
23965,METAL FRAMING AND DRYWALL
23966,METAL MANUFACTURING
23967,METAL PLATING
23968,METAL POLISHING
23969,METAL ROOFING & STRUCTURAL
23970,METAL SCULPTURE
23971,METAL SCULPTURES
23972,METAL SHELVES FOR GARAGES
23973,METAL SMITH
23974,METAL SPINNING SHOP
23975,"METAL STAMPING, MFG"
23976,"METAL STORAGE & SHIPPING, CUTTING STEEL BEAMS, BUCKETS"
23977,METAL STUD FRAMING & DRYWALL
23978,METAL STUD FRAMING & DRYWALL CONTRACTOR
23979,METAL STUD FRAMING AND DRYWALL APPLICATION SUBCONTRACTOR
23980,METAL STUD FRAMING AND DRYWALL CONTRACTOR
23981,METAL STUD/DRYWALL CONTRACTOR
23982,METAL WORK
23983,Metal Work and Welding
23984,METAL WORK-HOBBY
23985,METAPAPHYSICS CONSULTANT
23986,METAPHYSICAL STORE
23987,METEL FINISHING
23988,METER INSTALLATION AND RETRO-FIT SERVICES
23989,METRO PCS CELLPHONES AND SERVICE
23990,MEX - AMI RESTAURANT
23991,MEXICAN & AMERICAN FOOD
23992,MEXICAN AND  AMERICAN CUISINE
23993,MEXICAN BAKERY
23994,MEXICAN DANCE EDUCATION
23995,MEXICAN FAST FOOD
23996,MEXICAN FAST FOOD RESTAURANT
23997,MEXICAN FOOD
23998,MEXICAN FOOD DISTRIBUTORS
23999,MEXICAN FOOD MKT/BAKERY
24000,MEXICAN FOOD QUICK SERV RESTAU
24001,MEXICAN FOOD RESTAURANT
24002,MEXICAN FOOD RESTAURANT (SEAFOOD)
24003,MEXICAN FOOD RESTURANT
24004,MEXICAN FOOD SALES
24005,MEXICAN FOOD TAQUERIA/RESTAURANT
24006,MEXICAN GRILL
24007,MEXICAN GROCERY STORE
24008,MEXICAN MARKET
24009,MEXICAN MARKET/RESTAURANT
24010,MEXICAN MEAT MARKET
24011,MEXICAN REATAURANT
24012,MEXICAN REST/EVENTS CATERING
24013,MEXICAN RESTAURANT
24014,MEXICAN RESTAURANT AND BAR
24015,MEXICAN RESTAURANT TAKE-OUT
24016,MEXICAN SALVADOREAN  AMERICAN
24017,MEXICAN SEAFOOD/RESTAURANT
24018,MEXICN FOOD
24019,MFCC
24020,MFCC CONSULTANT/THERAPIST
24021,MFCC COUNSELLING OFFICE
24022,MFCC COUNSELOR
24023,MFCC-PARTIME COUNSELOR
24024,MFG
24025,MFG - INJECTION MOLDED PROD.
24026,MFG & DIST BURGLAR ALARMS
24027,MFG & INSTALL SCREENS & FENCES
24028,MFG & SALE ICE
24029,MFG & SALES CNTR TOPS/PLT LAMN
24030,MFG & SELL ELECTRONIC EQUIP
24031,MFG & SUB CONTRACTOR
24032,MFG AIR COND DUCT
24033,MFG ALUMINUM PROD
24034,MFG ALUMINUM WINDOWS
24035,MFG BRICK
24036,MFG CABINETS/FURNITURE
24037,MFG CONTROL PANELS
24038,MFG CULTURE MARBLE
24039,MFG CUSTOM COMMERCIAL CABINETS
24040,MFG DIST MEDICAL TEST KITS
24041,MFG ELECTRIC
24042,MFG ELECTRONICS PARTS
24043,MFG FIBER & COPPER CABLES
24044,MFG FIRE APPARATUS
24045,MFG FOLDING PARTITION DOOR
24046,MFG IMPORT AND EXPORT
24047,MFG METAL DOORS & FRAMES
24048,MFG METAL FRAMES DOOR
24049,MFG METAL PROD
24050,MFG OF FURNITURE
24051,MFG OF INSULATED BLDG PANELS
24052,MFG OF ORTHOTIC/PROSTHETIC DEVICES
24053,MFG OF STEEL LADDERS
24054,MFG OF TENT
24055,MFG OF WIRE PRODUCTS
24056,MFG OPTICIAN
24057,MFG ORTHOTIC/PROSTETIC DEVICES
24058,MFG PAINTS/RESINS/COATINGS
24059,MFG PAPER DUNNAGE
24060,MFG PLASTIC SIGNS
24061,MFG PLASTIC SINGS
24062,MFG PRINTED CIRCUIT BOARDS
24063,MFG PULLEYS/IDLERS/CONVEYOR EQ
24064,MFG REP
24065,MFG SALE PARTS & SERVICE FOR UTILITY VEHICLES
24066,MFG SEWING
24067,MFG W M
24068,MFG WOOD PRODUCTS
24069,MFG. - STEEL FABRICATION
24070,MFG. DENTURES AND PARTIALS
24071,MFG. ELECTRONIC
24072,MFG. GUTTERS
24073,MFG. HOUSING DEVELOPMENT
24074,MFG. MARBLE
24075,MFG. MEASUREMENT DEVICE SALES
24076,MFG. METAL CARPORTS
24077,MFG. OF PAPER DUNNAGE
24078,MFG. PILLOWS/FUTONS/SOFT GOODS
24079,MFG. WEAR PARTS
24080,MFG.STONE CLAD PANELS
24081,MFG/BLEACH & HOUSEHOLD PRODUCT
24082,MFG/DISTRIB WHEELCHAIR PARTS
24083,MFG/ENGINEER ARCHITECT PRECAST
24084,MFG/INSTALL COUNTERTOPS
24085,MFG/SALES OFFICE ACCESSORIES
24086,MFG/SELL MATTRESSES-BOX SPRGS
24087,MFG/SLS STREET SWEEPER BROOMS
24088,MFG/SLS:TABLES/WINE RACKS/CAND
24089,MFG/SUPPLY BATH & BEAUTY SOAP
24090,MFG/WHSL DISTRIB BAKERY PRODCT
24091,MFG+DISTRIBUTE TRAFFIC+PEDESTR
24092,MFGR CCTV SYSTEMS
24093,MFGR CONCRETE FLTG DOCK SYSTMS
24094,MFGRS REP
24095,MFR./INSTALLATION COUNTERTOPS
24096,MFT
24097,MFTI & ALTERNATIVE HEALING
24098,"MFTR. OF CANVAS BOAT TOPS, UPHOLSTERY, INSATALLATION"
24099,MFV
24100,MFV PRODUCE/ FOOD SALES
24101,MGF WINDOW COVERINGS/DRAPES ET
24102,MGMNT/PROMO/CONSULT & SALES
24103,MGMT CONSULT/EMPL. ASST. PROG.
24104,MGMT CONSULTANT
24105,MGMT CONSULTING & BROKERAGE SV
24106,MGMT COUNSULTING/BUSINESS SRVS
24107,MGMT MARKETING CONSULTANT
24108,MGMT MOBILE EXPRESSO CARTS
24109,MGMT OF COMMERCIAL REAL ESTATE
24110,MGMT OF MEDICAL FACILITIES
24111,MGMT TRAINING/RECOURCE GRP
24112,MGMT. & SUPPORT SERVICES FOR AESTHETIC SERVICE PROVIDER
24113,MGNT CLEANING/PAINTING/DESIGN
24114,MGT CONSULTING
24115,MICHAEL D. STAFFORD AIA
24116,"MICHAEL DAVIS, M.D. INC"
24117,MICHE BAG REPRESENTATIVE
24118,MICHELLE NELSON CPA
24119,MICO FINANCE COMPANY
24120,MICRO BREWERY
24121,MICRO COMMUNITY IN-HOME SOCIAL
24122,MICROBLADING
24123,Microbrewery
24124,MICROBREWERY AND BREWPUB
24125,MICROBREWERY RESTAURANT
24126,MICROBREWING
24127,"MICROFILM EQUIPMENT, SERVICE"
24128,MICROFILM SERVICE
24129,MICROWAVE AMPLIFIER MANUFACTUR
24130,MICROWAVE COMMON CARRIER
24131,MID EAST DANCE/INSTR& CONSULT.
24132,MIDDLE EASTERN RESTAURANT BAR HOOKAH LOUNGE
24133,MIDDLE MAN BETWEEN OIL COMPANIES AND CONTRACTORS
24134,MIEN LANGUAGE TEACHER
24135,MILITARY COLLECTABLES
24136,MILK DISTRIBUTION
24137,MILK DISTRIBUTORS
24138,MILK TEA
24139,MILK TEA DESSERT DRINK
24140,MILK TEA SHOP
24141,Millwork
24142,MILLWORK CONTRACTOR (C-6)
24143,MILLWORK MANUFACTURER
24144,MILLWORKS/CABINETS
24145,MILLWRIGHT CONTRACTOR
24146,MIND-BODY MEDICINE / MENTAL HEALTH
24147,MINERAL PROCESSING
24148,MINI BLIND
24149,MINI BLIND CLEANING
24150,MINI BLIND INSTALLATION REPRS
24151,MINI DEBRI BOX SERVICE
24152,MINI DONUTS/ICECREAM/SMOOTHIES/SANDWICHES ETC
24153,MINI MARKET
24154,MINI MARKET & GAS
24155,MINI MARKET & GAS STATION
24156,MINI MARKET & TAKE OUT FOOD
24157,MINI MARKET W/HOT FOOD TO GO
24158,MINI MARKET-SERVICE STATION
24159,MINI MARKET/ RESTAURANT
24160,MINI MARKET/GAS STATION
24161,MINI MARKET/PURE WATER
24162,MINI MART
24163,MINI MART - GAS STATION
24164,MINI MART & GAS STATION
24165,MINI MART & SMOKE SHOP
24166,MINI MART CONVENIENCE STORE
24167,MINI MART GAS
24168,MINI MART GAS STATION
24169,"MINI MART, PHONE ACCESSORIES, TOBACCO"
24170,MINI MART/ SNACK & BEV. RETAIL
24171,MINI MART/AM PM
24172,MINI MART/BILLIARDS
24173,MINI MART/DELI
24174,MINI MART/GAS STATION/TIRE SHO
24175,MINI RESTAURANT
24176,MINI STORAGE
24177,MINI STORAGES
24178,"MINI STORE, CANDY SHOP, DOLLAR ITEMS"
24179,MINI WAREHOUSE
24180,MINI-LAB & STUDIO PORTAITS
24181,MINI-MART
24182,MINI-STORAGE/COMMERCIAL
24183,MINIATURE FURNITURE PRODUCTION
24184,MINIATURES & GIFT ITEMS
24185,MINING EXPLORATION
24186,MINISTERING & COUNSELING
24187,MINISTRIES
24188,MINISTRY
24189,MINISTRY (BIBLE)
24190,MINOR AUTO BODY
24191,MINOR AUTO BODY REPAIR
24192,MINOR AUTO BODY REPAIRS
24193,MINOR AUTO REPAIR TOWING/STOR
24194,MINOR AUTO REPAIR/WASH/DETAIL
24195,MINOR CABINETRY
24196,MINOR CONSTRUCTION REPAIRS AND CLEANING
24197,MINOR ELECTRICAL REPAIRS
24198,MINOR ELECTRICAL/HOME REPAIR
24199,"MINOR FIXES, CLEANING, HAULING"
24200,MINOR HOME IMPROVEMENT
24201,MINOR HOME REPAIR
24202,MINOR HOME REPAIR FENCING TILE
24203,MINOR HOME REPAIR/CLEAN UP
24204,MINOR HOME REPAIRS
24205,MINOR HOUSE REPAIR
24206,MINOR HOUSE REPAIRS
24207,MINOR HOUSEHOLD REPAIRS
24208,MINOR MECHANICAL & BODY REPAIR
24209,"MINOR RECYLING-SCRAP METAL,COPPER,WIRE & FOAM"
24210,MINOR REPAIR & MAINTENENCE
24211,MINOR REPAIRS & CLEAN-UP
24212,MINOR TRUCK REPAIR
24213,MINORITY COLLEGE COUNSELING
24214,MISC BUSINESS SERVICES
24215,MISC CLEANING/PRESSURE WASH
24216,MISC CLERICAL BUSINESS SERVICE
24217,MISC EBAY SALES
24218,MISC GARAGE SALE ITEMS
24219,MISC GENERAL OFFICE DUTIES
24220,MISC GIFT ITEMS
24221,MISC MARKETING PRODUCTS
24222,MISC MERCHANDISE SALES
24223,MISC RESALE CLOTHING/ACCESORIE
24224,MISC RETAIL
24225,MISC RETAIL & MEDICAL SUPPLIES
24226,MISC RETAIL HEALTHCARE PROD
24227,MISC RETAIL/CLOTHING
24228,MISC RETAIL/DISPENSARY
24229,MISC SALES
24230,MISC SALES & SPECIALTY ITEMS
24231,MISC SERVICE STORAGE
24232,MISC SPECIALITY SALES
24233,MISC SPECIALTY SALES
24234,MISC THINGS FROM GARAGE
24235,MISC. DIRECT RETAIL SALES
24236,MISC. GIFTS & DECORATING IDEAS
24237,MISC. ITEM SALES AT FLEA MARKET
24238,MISC. MARKETING
24239,MISC. OTHER
24240,"MISC. RETAIL (BOOKS, SHIRTS, ETC.)"
24241,MISC. SALES
24242,MISC. STEEL
24243,MISC. STUCTURAL STEEL
24244,MISC. TRON
24245,"MISCELLANEOUS DECOR, DRESSES, PURSES AND ACCESSORIES"
24246,MISCELLANEOUS ERRANDS
24247,MISCELLANEOUS HOUSEHOLD ITEMS
24248,MISCELLANEOUS INTERNET SALES
24249,MISCELLANEOUS PERSONAL SERVICE
24250,MISCELLANEOUS USED
24251,"MISCELLANEOUS(BAGS,CLOTHING, JEWELRY, DECORS)"
24252,MISS VIETNAM SAC CONTEST & KARAOKE CONTEST
24253,MISSINGLINK MAGAZINE
24254,MISTING SYSTEMS
24255,MIX SCRAP METALS
24256,MIXED CD'S & MOVIES
24257,MIXED MARTIAL ARTS
24258,MIXED MARTIAL ARTS RETAIL INTERNET SALES
24259,MIXED MARTIAL ARTS STUDIO
24260,MIXED MARTIAL ARTS TRAINING
24261,MIXED MEDIA FINE ART
24262,MIXED USE PROPERTY SERVICES
24263,MIXING AUDIO PRODUCTION
24264,"MIXING, MASTERING, AND PRODUCING MUSIC TO MAKE BEATS ONLINE"
24265,MIXOLOGY SERVICE AT PRIVATE PARTIES
24266,MKT/SERV COMPUTER PERIPHERAL
24267,MKTG PRODUCTS FOR NEWSPAPER CO
24268,MKTG RELATIONS CONSULT/SVCS
24269,"MKTG, DRESSING PORCELAIN DOLLS"
24270,"MKTG, MGMT & TRAINING CONS"
24271,MKTG/SALES/PRODUCT DEVELOPMENT
24272,MMA FITNESS CLUB
24273,MNFCT/SALE OF JEWELRY/ACCESORY
24274,MNFG OF TRAILER EQUIPMENT
24275,MNFTR/INSTALL PRECAST CONCRETE
24276,MNGEMENT PROMOTIONS & GRAPHICS
24277,MNGMNT CONSULTING/LEADERSHIP
24278,MNGMT. OF BANDS & DISTRIBUTION
24279,MOB. SERV PICK UP/DELIVER ITEM
24280,MOBIL AUTO REPAIR
24281,MOBIL CAR WASH
